SEQN,Gender,Age,Race,Citizenship,Edu_y,Edu_a,Language,HouseholdSize,Child_5,Child_17,Old,Income,IncPov
91990,Female,10,Other Hispanic,US Citizen,Primary School,,English,5,1,2,0,"$ 55,000 - 74,999",2.11
91991,Male,76,Mexican American,US Citizen,,College/AA degree,English,2,0,0,2,"$ 55,000 - 74,999",4.59
91992,Female,66,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,1,"$ 55,000 - 74,999",4.06
91993,Female,39,Mexican American,US Citizen,,9th-11th,English,2,0,0,0,"$ 55,000 - 74,999",4.14
91994,Male,30,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
91995,Female,54,Non-Hispanic White,US Citizen,,High School,English,5,1,1,0,"$ 100,000 +",4.22
91996,Female,15,Non-Hispanic White,US Citizen,Middle School,,English,4,0,2,0,"$ 75,000 - 99,999",4.04
91997,Female,35,Non-Hispanic Asian,Not a US Citizen,,College/AA degree,English,5,0,3,0,"$ 35,000 - 54,999",1.72
91998,Female,0,Non-Hispanic Black,US Citizen,,,English,3,2,0,0,"$ 10,000 - 19,999",0.8
91999,Female,33,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,2,0,"$ 100,000 +",5
92000,Male,34,Non-Hispanic White,US Citizen,,College/AA degree,English,5,1,2,0,"$ 35,000 - 54,999",1.8
92001,Female,65,Non-Hispanic Black,US Citizen,,College Grad and above,English,1,0,0,1,"$ 10,000 - 19,999",
92002,Male,59,Mexican American,US Citizen,,Less than 9th Grade,Spanish,3,0,0,0,"$ 75,000 - 99,999",3.98
92003,Male,31,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 75,000 - 99,999",1.09
92004,Male,19,Non-Hispanic Black,US Citizen,High School,,English,4,0,0,2,,
92005,Male,33,Non-Hispanic Black,US Citizen,,College Grad and above,English,3,1,0,0,"$ 100,000 +",5
92006,Female,4,Non-Hispanic White,US Citizen,,,English,5,1,2,0,"$ 100,000 +",3.52
92007,Male,37,Mexican American,Not a US Citizen,,High School,Spanish,7,2,1,0,"$ 35,000 - 54,999",0.02
92008,Male,16,Non-Hispanic Asian,Not a US Citizen,High School,,English,3,0,1,0,,
92009,Male,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 75,000 - 99,999",4.32
92010,Female,18,Non-Hispanic Black,US Citizen,High School,,English,3,0,0,0,"$ 10,000 - 19,999",0.85
92011,Female,13,Non-Hispanic White,US Citizen,Middle School,,English,3,0,1,0,"$ 100,000 +",5
92012,Female,5,Non-Hispanic Black,US Citizen,,,English,4,1,0,0,"$ 75,000 - 99,999",3.3
92013,Male,12,Non-Hispanic Black,US Citizen,Middle School,,English,3,0,2,0,"$ 20,000 - 34,999",1.49
92014,Female,26,Mexican American,US Citizen,,High School,English,3,1,0,0,"$ 75,000 - 99,999",4.33
92015,Female,13,Mexican American,US Citizen,Middle School,,Spanish,5,0,3,0,"$ 20,000 - 34,999",1.13
92016,Male,15,Non-Hispanic White,US Citizen,Middle School,,English,4,0,2,0,"$ 35,000 - 54,999",2.07
92017,Male,73,Non-Hispanic White,Not a US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",0.92
92018,Male,2,Mexican American,US Citizen,,,Spanish,7,1,1,0,"$ 20,000 - 34,999",
92019,Male,66,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 55,000 - 74,999",4.08
92020,Female,51,Mexican American,US Citizen,,9th-11th,English,7,1,2,0,"$ 55,000 - 74,999",1.49
92021,Female,75,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,1,"$ 35,000 - 54,999",3.37
92022,Male,1,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 35,000 - 54,999",2.06
92023,Male,15,Other Race,US Citizen,High School,,English,4,0,1,0,"$ 10,000 - 19,999",0.69
92024,Male,70,Mexican American,US Citizen,,Less than 9th Grade,Spanish,4,0,0,2,"$ 20,000 - 34,999",0.82
92025,Male,22,Mexican American,US Citizen,,College/AA degree,English,7,1,2,0,"$ 75,000 - 99,999",2.18
92026,Female,42,Mexican American,US Citizen,,High School,English,4,0,3,0,"$ 35,000 - 54,999",1.44
92027,Female,65,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.95
92028,Male,0,Mexican American,US Citizen,,,Spanish,7,2,2,0,"$ 35,000 - 54,999",1.06
92029,Female,9,Non-Hispanic Asian,Not a US Citizen,Primary School,,English,7,1,3,1,,
92030,Female,78,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,4,0,0,1,"$ 55,000 - 74,999",2.47
92031,Male,0,Non-Hispanic White,US Citizen,,,English,7,2,2,0,"$ 35,000 - 54,999",0.98
92032,Male,7,Other Hispanic,US Citizen,Never Attended/KG,,Spanish,6,0,3,0,"$ 35,000 - 54,999",1.3
92033,Male,3,Non-Hispanic White,US Citizen,,,English,7,1,4,1,"$ 100,000 +",2.55
92034,Female,4,Mexican American,US Citizen,,,English,6,1,3,0,"$ 20,000 - 34,999",0.92
92035,Male,9,Other Race,US Citizen,Primary School,,English,7,2,1,0,"$ 100,000 +",3.74
92036,Male,7,Non-Hispanic Black,US Citizen,Primary School,,English,4,0,3,0,"$ 10,000 - 19,999",
92037,Female,26,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",3.79
92038,Male,39,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 20,000 - 34,999",2.72
92039,Female,14,Non-Hispanic Black,Not a US Citizen,Middle School,,Spanish,5,0,3,0,"$ 10,000 - 19,999",0.37
92040,Male,1,Other Race,US Citizen,,,English,7,3,2,1,"$ 100,000 +",1.67
92041,Male,29,Other Race,US Citizen,,College/AA degree,English,5,2,1,0,"$ 10,000 - 19,999",
92042,Male,16,Other Race,US Citizen,High School,,English,3,0,1,0,"$ 55,000 - 74,999",3.24
92043,Female,19,Non-Hispanic White,US Citizen,High School,,English,5,0,2,0,"$ 20,000 - 34,999",1.09
92044,Male,21,Other Race,US Citizen,,College/AA degree,English,3,0,0,0,"$ 35,000 - 54,999",2.6
92045,Male,40,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 35,000 - 54,999",4.16
92046,Male,14,Other Hispanic,US Citizen,Middle School,,English,4,0,2,0,"$ 35,000 - 54,999",2.14
92047,Male,7,Non-Hispanic White,US Citizen,Never Attended/KG,,English,4,1,1,0,"$ 20,000 - 34,999",0.87
92048,Male,75,Mexican American,US Citizen,,Less than 9th Grade,Spanish,3,0,0,3,,
92049,Female,56,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,0,"$ 10,000 - 19,999",1.26
92050,Female,61,Mexican American,US Citizen,,High School,English,3,0,0,2,"$ 20,000 - 34,999",0.99
92051,Female,36,Mexican American,US Citizen,,High School,Spanish,4,0,2,0,"$ 55,000 - 74,999",2.88
92052,Male,61,Other Hispanic,Not a US Citizen,,College/AA degree,Spanish,5,0,3,1,"$ 10,000 - 19,999",0.6
92053,Male,9,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,2,0,"$ 20,000 - 34,999",1.24
92054,Male,50,Mexican American,US Citizen,,9th-11th,English,6,0,2,0,"$ 100,000 +",4.61
92055,Female,66,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,5,0,2,1,"$ 20,000 - 34,999",0.92
92056,Male,1,Other Hispanic,US Citizen,,,English,5,3,0,0,"$ 35,000 - 54,999",1.86
92057,Male,0,Non-Hispanic Black,US Citizen,,,English,4,2,0,0,"$ 100,000 +",4.48
92058,Male,65,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,2,"$ 55,000 - 74,999",3.43
92059,Female,72,Non-Hispanic White,US Citizen,,High School,English,2,0,0,2,"$ 75,000 - 99,999",4.71
92060,Male,65,Non-Hispanic Black,Not a US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 0 - 9,999",0.82
92061,Female,8,Non-Hispanic White,US Citizen,Primary School,,English,6,1,4,0,"$ 55,000 - 74,999",1.84
92062,Female,40,Mexican American,US Citizen,,College Grad and above,English,4,1,1,0,"$ 75,000 - 99,999",3.91
92063,Female,11,Mexican American,Not a US Citizen,Primary School,,Spanish,5,1,2,0,"$ 35,000 - 54,999",1.23
92064,Female,4,Non-Hispanic Black,US Citizen,,,English,4,1,2,0,,
92065,Female,47,Other Hispanic,US Citizen,,College Grad and above,English,3,0,1,0,"$ 35,000 - 54,999",2.48
92066,Male,80,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,1,0,0,1,"$ 0 - 9,999",0.5
92067,Female,8,Other Hispanic,US Citizen,Primary School,,English,4,1,2,0,"$ 10,000 - 19,999",0.62
92068,Male,27,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 35,000 - 54,999",2.97
92069,Male,41,Non-Hispanic Black,US Citizen,,High School,English,1,0,0,0,"$ 10,000 - 19,999",1.6
92070,Female,64,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
92071,Male,27,Mexican American,US Citizen,,College/AA degree,English,2,0,0,0,"$ 20,000 - 34,999",2.89
92072,Male,19,Non-Hispanic Black,US Citizen,High School,,English,3,0,1,0,"$ 35,000 - 54,999",2.28
92073,Female,7,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,5,0,2,0,"$ 100,000 +",5
92074,Male,40,Non-Hispanic White,Not a US Citizen,,College/AA degree,English,1,0,0,0,"$ 100,000 +",5
92075,Female,10,Mexican American,US Citizen,Primary School,,Spanish,6,1,2,0,"$ 10,000 - 19,999",0.57
92076,Male,59,Non-Hispanic White,US Citizen,,Less than 9th Grade,English,2,0,0,0,"$ 20,000 - 34,999",1.69
92077,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,5,0,2,1,"$ 10,000 - 19,999",0.63
92078,Female,17,Non-Hispanic Black,US Citizen,High School,,English,3,0,2,0,"$ 10,000 - 19,999",0.5
92079,Male,13,Mexican American,US Citizen,Middle School,,English,5,1,2,0,"$ 35,000 - 54,999",1.23
92080,Female,6,Mexican American,US Citizen,Primary School,,Spanish,4,1,1,0,"$ 10,000 - 19,999",0.62
92081,Female,49,Other Hispanic,US Citizen,,High School,Spanish,4,0,0,0,"$ 20,000 - 34,999",1.24
92082,Female,5,Non-Hispanic Black,US Citizen,,,English,6,2,2,0,"$ 35,000 - 54,999",1.51
92083,Female,23,Other Race,US Citizen,,9th-11th,English,5,3,0,0,"$ 20,000 - 34,999",0.75
92084,Male,35,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 0 - 9,999",5.40E-79
92085,Female,56,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
92086,Male,0,Mexican American,US Citizen,,,English,7,2,4,0,"$ 20,000 - 34,999",0.61
92087,Male,5,Non-Hispanic Asian,US Citizen,,,English,4,2,0,0,"$ 100,000 +",5
92088,Male,61,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
92089,Female,61,Other Race,US Citizen,,High School,English,2,0,0,2,"$ 10,000 - 19,999",0.74
92090,Male,80,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",1.52
92091,Male,1,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 100,000 +",5
92092,Female,32,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,1,0,0,"$ 55,000 - 74,999",2.88
92093,Male,9,Other Hispanic,US Citizen,Primary School,,Spanish,5,2,1,0,"$ 10,000 - 19,999",0.63
92094,Male,63,Other Race,US Citizen,,College/AA degree,English,2,0,0,1,"$ 20,000 - 34,999",1.53
92095,Female,9,Mexican American,US Citizen,Primary School,,Spanish,4,0,3,0,"$ 0 - 9,999",0.23
92096,Female,10,Mexican American,US Citizen,Primary School,,English,7,0,4,1,"$ 10,000 - 19,999",0.38
92097,Female,80,Non-Hispanic White,US Citizen,,High School,English,1,0,0,1,"$ 20,000 - 34,999",2.12
92098,Male,63,Mexican American,US Citizen,,High School,English,2,0,0,1,"$ 10,000 - 19,999",1.07
92099,Male,22,Other Hispanic,US Citizen,,High School,English,5,0,2,0,"$ 100,000 +",5
92100,Female,3,Mexican American,US Citizen,,,Spanish,7,1,3,0,"$ 20,000 - 34,999",
92101,Male,69,Mexican American,US Citizen,,9th-11th,English,2,0,0,1,"$ 10,000 - 19,999",0.92
92102,Female,10,Non-Hispanic Asian,US Citizen,Primary School,,English,7,2,4,2,"$ 75,000 - 99,999",1.03
92103,Male,72,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 20,000 - 34,999",1.26
92104,Male,20,Non-Hispanic White,US Citizen,,College/AA degree,English,5,0,1,0,"$ 100,000 +",5
92105,Male,74,Mexican American,US Citizen,,9th-11th,English,3,0,0,2,"$ 20,000 - 34,999",1.54
92106,Male,56,Non-Hispanic Black,US Citizen,,High School,English,3,0,1,0,"$ 35,000 - 54,999",2.11
92107,Female,38,Non-Hispanic Asian,Not a US Citizen,,Less than 9th Grade,English,5,0,2,0,"$ 20,000 - 34,999",0.7
92108,Female,9,Mexican American,US Citizen,Primary School,,English,6,0,2,0,"$ 100,000 +",4.61
92109,Male,50,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,1,"$ 35,000 - 54,999",2.69
92110,Female,80,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",
92111,Female,60,Other Hispanic,US Citizen,,High School,English,1,0,0,1,Don't Know,
92112,Male,41,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
92113,Female,7,Non-Hispanic Black,US Citizen,Primary School,,English,4,1,2,0,"$ 0 - 9,999",0.33
92114,Male,30,Mexican American,US Citizen,,College Grad and above,English,5,0,1,0,"$ 35,000 - 54,999",1.5
92115,Female,4,Other Hispanic,US Citizen,,,English,7,2,3,0,"$ 35,000 - 54,999",1.28
92116,Female,63,Non-Hispanic White,US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 10,000 - 19,999",1.14
92117,Male,2,Non-Hispanic Black,US Citizen,,,English,3,1,0,1,"$ 55,000 - 74,999",2.99
92118,Male,15,Mexican American,US Citizen,Middle School,,English,6,2,3,0,"$ 10,000 - 19,999",0.63
92119,Female,58,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 20,000 - 34,999",2.02
92120,Male,6,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,3,1,1,0,"$ 10,000 - 19,999",0.77
92121,Male,57,Non-Hispanic Black,US Citizen,,College/AA degree,English,7,0,4,0,"$ 100,000 +",2.72
92122,Male,23,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 35,000 - 54,999",0.76
92123,Male,18,Mexican American,US Citizen,High School,,English,3,0,0,0,,
92124,Female,42,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,0,2,0,"$ 35,000 - 54,999",1.58
92125,Female,6,Non-Hispanic White,US Citizen,Primary School,,English,3,0,2,0,"$ 20,000 - 34,999",1.54
92126,Female,63,Non-Hispanic Black,US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",1.18
92127,Female,6,Mexican American,Not a US Citizen,Never Attended/KG,,Spanish,4,1,1,0,"$ 20,000 - 34,999",0.91
92128,Female,14,Non-Hispanic Black,US Citizen,Middle School,,English,3,0,1,0,"$ 75,000 - 99,999",4.73
92129,Female,26,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",3.4
92130,Male,56,Non-Hispanic Black,US Citizen,,College Grad and above,English,3,0,0,0,"$ 55,000 - 74,999",3.22
92131,Female,61,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,2,0,0,2,"$ 10,000 - 19,999",0.94
92132,Male,18,Non-Hispanic Black,US Citizen,High School,,English,5,0,1,0,"$ 100,000 +",3.55
92133,Male,31,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,0,0,0,"$ 35,000 - 54,999",2.89
92134,Male,29,Other Hispanic,Not a US Citizen,,College/AA degree,Spanish,1,0,0,0,"$ 0 - 9,999",0.68
92135,Male,61,Mexican American,US Citizen,,High School,English,6,0,4,2,"$ 55,000 - 74,999",1.93
92136,Female,72,Mexican American,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 20,000 - 34,999",1.63
92137,Male,15,Non-Hispanic Black,US Citizen,High School,,English,4,0,2,0,"$ 100,000 +",4.94
92138,Male,80,Non-Hispanic White,US Citizen,,High School,English,3,0,2,1,"$ 20,000 - 34,999",1.49
92139,Male,73,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,1,"$ 55,000 - 74,999",5
92140,Female,48,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,2,0,"$ 35,000 - 54,999",1.46
92141,Male,60,Non-Hispanic Black,US Citizen,,College Grad and above,English,1,0,0,1,"$ 35,000 - 54,999",2.97
92142,Female,5,Non-Hispanic Black,US Citizen,,,English,7,2,3,0,"$ 20,000 - 34,999",0.54
92143,Female,67,Mexican American,US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 0 - 9,999",0.04
92144,Female,4,Non-Hispanic White,US Citizen,,,English,5,2,1,0,"$ 10,000 - 19,999",
92145,Female,10,Non-Hispanic White,US Citizen,Primary School,,English,6,1,4,0,"$ 55,000 - 74,999",1.84
92146,Male,69,Mexican American,US Citizen,,High School,English,3,0,0,2,"$ 35,000 - 54,999",2.59
92147,Male,14,Mexican American,US Citizen,High School,,Spanish,5,0,3,0,"$ 20,000 - 34,999",0.84
92148,Female,7,Mexican American,US Citizen,Primary School,,Spanish,7,2,3,0,"$ 20,000 - 34,999",0.87
92149,Male,33,Non-Hispanic White,US Citizen,,High School,English,4,2,0,0,"$ 35,000 - 54,999",1.44
92150,Male,32,Non-Hispanic White,US Citizen,,Less than 9th Grade,English,7,2,2,0,"$ 35,000 - 54,999",1.36
92151,Male,64,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 20,000 - 34,999",2.27
92152,Female,17,Mexican American,US Citizen,High School,,English,6,0,3,0,"$ 35,000 - 54,999",1.23
92153,Female,11,Non-Hispanic Black,US Citizen,Primary School,,English,7,2,4,0,"$ 0 - 9,999",0.07
92154,Female,3,Non-Hispanic Black,US Citizen,,,English,4,1,1,0,"$ 20,000 - 34,999",1.22
92155,Female,24,Other Hispanic,US Citizen,,College/AA degree,English,2,0,0,0,"$ 35,000 - 54,999",3.14
92156,Male,50,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,0,2,0,"$ 55,000 - 74,999",2.38
92157,Male,51,Non-Hispanic White,US Citizen,,High School,English,2,0,0,1,"$ 20,000 - 34,999",1.51
92158,Male,57,Non-Hispanic Black,US Citizen,,9th-11th,English,4,0,0,0,,
92159,Female,18,Non-Hispanic Black,US Citizen,High School,,English,3,1,0,0,Don't Know,
92160,Female,59,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 35,000 - 54,999",3.23
92161,Male,1,Other Race,US Citizen,,,English,5,3,1,0,"$ 35,000 - 54,999",1.76
92162,Male,2,Other Race,US Citizen,,,English,3,2,0,0,"$ 0 - 9,999",0.03
92163,Female,5,Non-Hispanic Black,US Citizen,,,English,3,1,1,0,"$ 20,000 - 34,999",0.99
92164,Female,6,Non-Hispanic Black,US Citizen,,,English,5,1,2,0,"$ 75,000 - 99,999",2.81
92165,Female,6,Other Race,US Citizen,Never Attended/KG,,English,4,0,3,0,"$ 20,000 - 34,999",1.36
92166,Male,34,Mexican American,US Citizen,,High School,English,5,2,1,0,"$ 35,000 - 54,999",1.76
92167,Male,55,Non-Hispanic Black,US Citizen,,College/AA degree,English,4,0,0,0,"$ 100,000 +",5
92168,Male,69,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 35,000 - 54,999",2.39
92169,Female,3,Non-Hispanic Asian,US Citizen,,,English,6,2,1,1,"$ 100,000 +",3.15
92170,Male,64,Non-Hispanic White,US Citizen,,9th-11th,English,2,0,0,1,"$ 35,000 - 54,999",2.81
92171,Female,13,Mexican American,US Citizen,Middle School,,Spanish,6,2,2,0,"$ 20,000 - 34,999",0.98
92172,Male,8,Non-Hispanic Black,US Citizen,Primary School,,English,7,2,4,0,"$ 10,000 - 19,999",0.34
92173,Male,10,Non-Hispanic Asian,US Citizen,Primary School,,English,6,0,1,1,,
92174,Male,29,Mexican American,US Citizen,,College/AA degree,English,1,0,0,0,"$ 35,000 - 54,999",4.29
92175,Female,2,Non-Hispanic White,US Citizen,,,English,7,1,4,0,"$ 100,000 +",2.22
92176,Male,16,Mexican American,Not a US Citizen,High School,,English,7,0,2,0,"$ 20,000 - 34,999",
92177,Male,80,Non-Hispanic Black,US Citizen,,Don’t know,English,2,0,0,2,"$ 10,000 - 19,999",0.75
92178,Male,3,Mexican American,US Citizen,,,Spanish,4,1,1,0,"$ 10,000 - 19,999",0.58
92179,Female,37,Non-Hispanic Asian,US Citizen,,College Grad and above,English,7,2,4,2,"$ 75,000 - 99,999",1.03
92180,Male,0,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 100,000 +",4.54
92181,Male,16,Mexican American,Not a US Citizen,Middle School,,Spanish,2,0,1,0,"$ 10,000 - 19,999",5.40E-79
92182,Male,5,Non-Hispanic Asian,US Citizen,,,English,6,2,0,0,"$ 20,000 - 34,999",0.74
92183,Male,0,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",1.15
92184,Female,40,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,7,1,3,0,Don't Know,
92185,Male,63,Mexican American,Not a US Citizen,,9th-11th,Spanish,6,0,0,1,"$ 20,000 - 34,999",0.94
92186,Female,48,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,0,0,"$ 100,000 +",5
92187,Female,13,Non-Hispanic White,US Citizen,Middle School,,English,3,0,1,0,"$ 10,000 - 19,999",0.8
92188,Male,77,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,1,"$ 10,000 - 19,999",1.15
92189,Female,12,Non-Hispanic Black,US Citizen,Middle School,,English,5,2,1,0,"$ 75,000 - 99,999",2.81
92190,Female,27,Other Race,US Citizen,,College/AA degree,English,3,0,0,0,"$ 10,000 - 19,999",0.92
92191,Male,2,Non-Hispanic Black,US Citizen,,,English,7,2,1,1,Don't Know,
92192,Male,71,Other Race,US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 10,000 - 19,999",1.19
92193,Male,15,Other Race,US Citizen,High School,,English,6,0,3,0,,
92194,Female,47,Non-Hispanic Black,Not a US Citizen,,College/AA degree,English,6,1,1,0,"$ 55,000 - 74,999",1.92
92195,Male,12,Mexican American,US Citizen,Primary School,,English,4,0,2,0,,
92196,Male,1,Mexican American,US Citizen,,,Spanish,3,1,0,0,"$ 20,000 - 34,999",1.64
92197,Male,3,Other Race,US Citizen,,,English,3,1,0,0,"$ 55,000 - 74,999",3.47
92198,Female,47,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,0,3,0,Don't Know,
92199,Male,47,Other Hispanic,US Citizen,,College/AA degree,English,3,0,0,0,"$ 75,000 - 99,999",3.72
92200,Male,25,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,5,0,0,0,"$ 20,000 - 34,999",0.59
92201,Female,3,Non-Hispanic White,US Citizen,,,English,5,1,2,0,"$ 75,000 - 99,999",2.82
92202,Female,65,Non-Hispanic Black,US Citizen,,High School,English,1,0,0,1,"$ 10,000 - 19,999",
92203,Female,40,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,7,2,4,0,"$ 10,000 - 19,999",0.21
92204,Female,71,Non-Hispanic White,US Citizen,,High School,English,1,0,0,1,"$ 20,000 - 34,999",1.68
92205,Male,3,Other Hispanic,US Citizen,,,English,4,1,0,0,"$ 35,000 - 54,999",1.96
92206,Female,20,Mexican American,US Citizen,,College/AA degree,English,2,0,0,0,"$ 55,000 - 74,999",1.85
92207,Female,16,Mexican American,US Citizen,High School,,English,4,0,2,0,"$ 10,000 - 19,999",0.59
92208,Male,14,Non-Hispanic Black,US Citizen,Middle School,,English,5,1,2,0,"$ 10,000 - 19,999",0.63
92209,Female,6,Other Hispanic,US Citizen,Never Attended/KG,,English,7,0,4,0,"$ 75,000 - 99,999",1.89
92210,Female,30,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,0,2,0,"$ 0 - 9,999",0.4
92211,Male,5,Mexican American,US Citizen,,,Spanish,7,3,2,0,"$ 0 - 9,999",0.07
92212,Female,33,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",4.99
92213,Female,3,Other Race,US Citizen,,,English,4,1,1,0,"$ 100,000 +",5
92214,Male,8,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,2,0,"$ 0 - 9,999",0.05
92215,Female,8,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,2,0,"$ 35,000 - 54,999",1.84
92216,Female,31,Other Hispanic,US Citizen,,High School,English,3,0,1,0,"$ 55,000 - 74,999",3.63
92217,Female,64,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
92218,Male,64,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,2,0,0,1,"$ 10,000 - 19,999",0.98
92219,Male,63,Other Hispanic,US Citizen,,College Grad and above,English,2,0,0,1,"$ 35,000 - 54,999",3.33
92220,Female,39,Non-Hispanic Asian,US Citizen,,College Grad and above,English,3,0,0,2,"$ 35,000 - 54,999",1.9
92221,Female,80,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,5,0,0,2,"$ 20,000 - 34,999",1.06
92222,Female,8,Mexican American,US Citizen,Primary School,,English,7,1,4,1,"$ 100,000 +",2.55
92223,Female,1,Other Race,US Citizen,,,English,4,2,0,0,"$ 20,000 - 34,999",0.99
92224,Female,3,Other Hispanic,US Citizen,,,English,5,2,1,0,"$ 55,000 - 74,999",2.39
92225,Female,42,Mexican American,US Citizen,,College Grad and above,English,4,0,2,0,"$ 55,000 - 74,999",2.31
92226,Female,26,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 20,000 - 34,999",2.86
92227,Female,11,Non-Hispanic Asian,US Citizen,Primary School,,English,6,0,2,1,"$ 100,000 +",5
92228,Male,16,Mexican American,Not a US Citizen,High School,,English,4,0,1,0,"$ 10,000 - 19,999",0.49
92229,Female,75,Non-Hispanic Asian,Not a US Citizen,,College/AA degree,English,2,0,0,2,"$ 10,000 - 19,999",
92230,Female,15,Non-Hispanic White,US Citizen,Middle School,,English,4,0,2,0,"$ 100,000 +",4.94
92231,Male,11,Mexican American,US Citizen,Middle School,,Spanish,6,0,4,0,"$ 0 - 9,999",0.11
92232,Female,10,Mexican American,US Citizen,Primary School,,English,5,1,2,0,"$ 35,000 - 54,999",1.69
92233,Female,49,Non-Hispanic Asian,US Citizen,,High School,English,4,0,1,0,"$ 20,000 - 34,999",1.32
92234,Male,29,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
92235,Female,80,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,1,0,0,1,"$ 0 - 9,999",0.21
92236,Female,80,Non-Hispanic White,US Citizen,,High School,English,5,1,1,1,,
92237,Male,13,Non-Hispanic White,US Citizen,Middle School,,English,3,0,2,0,"$ 10,000 - 19,999",0.74
92238,Female,80,Mexican American,US Citizen,,High School,English,6,0,0,2,Don't Know,
